,Provinsi,Buah,Produksi,Tahun
538,DI YOGYAKARTA,Salak,73283.0,2015
539,JAWA TIMUR,Salak,105019.0,2015
540,BANTEN,Salak,2171.0,2015
541,BALI,Salak,27204.0,2015
542,NUSA TENGGARA BARAT,Salak,52.0,2015
543,NUSA TENGGARA TIMUR,Salak,1139.0,2015
544,KALIMANTAN BARAT,Salak,681.0,2015
545,KALIMANTAN TENGAH,Salak,776.0,2015
546,KALIMANTAN SELATAN,Salak,677.0,2015
547,KALIMANTAN TIMUR,Salak,3737.0,2015
548,KALIMANTAN UTARA,Salak,83.0,2015
549,SULAWESI UTARA,Salak,2452.0,2015
550,SULAWESI TENGAH,Salak,1464.0,2015
551,SULAWESI SELATAN,Salak,9774.0,2015
552,SULAWESI TENGGARA,Salak,478.0,2015
553,GORONTALO,Salak,4.0,2015
554,SULAWESI BARAT,Salak,119.0,2015
555,MALUKU,Salak,1088.0,2015
556,MALUKU UTARA,Salak,130.0,2015
557,PAPUA BARAT,Salak,87.0,2015
558,PAPUA,Salak,10.0,2015
559,INDONESIA,Salak,965205.0,2015
560,ACEH,Sawo,4515.0,2015
561,SUMATERA UTARA,Sawo,7389.0,2015
562,SUMATERA BARAT,Sawo,10173.0,2015
563,RIAU,Sawo,4441.0,2015
564,JAMBI,Sawo,2993.0,2015
565,SUMATERA SELATAN,Sawo,5702.0,2015
566,BENGKULU,Sawo,1376.0,2015
567,LAMPUNG,Sawo,15657.0,2015
568,KEP. BANGKA BELITUNG,Sawo,584.0,2015
569,KEP. RIAU,Sawo,731.0,2015
570,DKI JAKARTA,Sawo,602.0,2015
571,JAWA BARAT,Sawo,19670.0,2015
572,JAWA TENGAH,Sawo,12470.0,2015
573,DI YOGYAKARTA,Sawo,6581.0,2015
574,JAWA TIMUR,Sawo,12100.0,2015
575,BANTEN,Sawo,2028.0,2015
576,BALI,Sawo,4140.0,2015
577,NUSA TENGGARA BARAT,Sawo,11828.0,2015
578,NUSA TENGGARA TIMUR,Sawo,1051.0,2015
579,KALIMANTAN BARAT,Sawo,3244.0,2015
580,KALIMANTAN TENGAH,Sawo,1398.0,2015
581,KALIMANTAN SELATAN,Sawo,1886.0,2015
582,KALIMANTAN TIMUR,Sawo,1747.0,2015
583,KALIMANTAN UTARA,Sawo,11.0,2015
584,SULAWESI UTARA,Sawo,4.0,2015
585,SULAWESI TENGAH,Sawo,345.0,2015
586,SULAWESI SELATAN,Sawo,1738.0,2015
587,SULAWESI TENGGARA,Sawo,143.0,2015
588,GORONTALO,Sawo,1.0,2015
589,SULAWESI BARAT,Sawo,80.0,2015
590,MALUKU,Sawo,3.0,2015
591,MALUKU UTARA,Sawo,0.0,2015
592,PAPUA BARAT,Sawo,6.0,2015
593,PAPUA,Sawo,10.0,2015
594,INDONESIA,Sawo,134647.0,2015
595,ACEH,Markisa,391.0,2015
596,SUMATERA UTARA,Markisa,8576.0,2015
597,SUMATERA BARAT,Markisa,88919.0,2015
598,RIAU,Markisa,17.0,2015
599,JAMBI,Markisa,35.0,2015
600,SUMATERA SELATAN,Markisa,47.0,2015
601,BENGKULU,Markisa,15.0,2015
602,LAMPUNG,Markisa,61.0,2015
603,KEP. BANGKA BELITUNG,Markisa,0.0,2015
604,KEP. RIAU,Markisa,0.0,2015
605,DKI JAKARTA,Markisa,0.0,2015
606,JAWA BARAT,Markisa,98.0,2015
607,JAWA TENGAH,Markisa,285.0,2015
608,DI YOGYAKARTA,Markisa,122.0,2015
609,JAWA TIMUR,Markisa,266.0,2015
610,BANTEN,Markisa,23.0,2015
611,BALI,Markisa,140.0,2015
612,NUSA TENGGARA BARAT,Markisa,577.0,2015
613,NUSA TENGGARA TIMUR,Markisa,47.0,2015
614,KALIMANTAN BARAT,Markisa,7.0,2015
615,KALIMANTAN TENGAH,Markisa,5.0,2015
616,KALIMANTAN SELATAN,Markisa,0.0,2015
617,KALIMANTAN TIMUR,Markisa,18.0,2015
618,KALIMANTAN UTARA,Markisa,0.0,2015
619,SULAWESI UTARA,Markisa,13.0,2015
620,SULAWESI TENGAH,Markisa,0.0,2015
621,SULAWESI SELATAN,Markisa,13383.0,2015
622,SULAWESI TENGGARA,Markisa,0.0,2015
623,GORONTALO,Markisa,0.0,2015
624,SULAWESI BARAT,Markisa,82.0,2015
625,MALUKU,Markisa,0.0,2015
626,MALUKU UTARA,Markisa,0.0,2015
627,PAPUA BARAT,Markisa,0.0,2015
628,PAPUA,Markisa,3.0,2015
629,INDONESIA,Markisa,113130.0,2015
630,ACEH,Sirsak,592.0,2015
631,SUMATERA UTARA,Sirsak,954.0,2015
632,SUMATERA BARAT,Sirsak,2113.0,2015
633,RIAU,Sirsak,432.0,2015
634,JAMBI,Sirsak,444.0,2015
635,SUMATERA SELATAN,Sirsak,769.0,2015
636,BENGKULU,Sirsak,430.0,2015
637,LAMPUNG,Sirsak,1032.0,2015
638,KEP. BANGKA BELITUNG,Sirsak,66.0,2015
639,KEP. RIAU,Sirsak,42.0,2015
640,DKI JAKARTA,Sirsak,73.0,2015
641,JAWA BARAT,Sirsak,11609.0,2015
642,JAWA TENGAH,Sirsak,7470.0,2015
643,DI YOGYAKARTA,Sirsak,1236.0,2015
644,JAWA TIMUR,Sirsak,14250.0,2015
645,BANTEN,Sirsak,1906.0,2015
646,BALI,Sirsak,255.0,2015
647,NUSA TENGGARA BARAT,Sirsak,5913.0,2015
648,NUSA TENGGARA TIMUR,Sirsak,2208.0,2015
649,KALIMANTAN BARAT,Sirsak,517.0,2015
650,KALIMANTAN TENGAH,Sirsak,701.0,2015
651,KALIMANTAN SELATAN,Sirsak,1397.0,2015
652,KALIMANTAN TIMUR,Sirsak,542.0,2015
653,KALIMANTAN UTARA,Sirsak,65.0,2015
654,SULAWESI UTARA,Sirsak,390.0,2015
655,SULAWESI TENGAH,Sirsak,338.0,2015
656,SULAWESI SELATAN,Sirsak,2085.0,2015
657,SULAWESI TENGGARA,Sirsak,564.0,2015
658,GORONTALO,Sirsak,23.0,2015
659,SULAWESI BARAT,Sirsak,120.0,2015
660,MALUKU,Sirsak,211.0,2015
661,MALUKU UTARA,Sirsak,159.0,2015
662,PAPUA BARAT,Sirsak,71.0,2015
663,PAPUA,Sirsak,17.0,2015
664,INDONESIA,Sirsak,58994.0,2015
665,ACEH,Sukun,1137.0,2015
666,SUMATERA UTARA,Sukun,854.0,2015
667,SUMATERA BARAT,Sukun,1012.0,2015
668,RIAU,Sukun,1525.0,2015
669,JAMBI,Sukun,1832.0,2015
670,SUMATERA SELATAN,Sukun,1958.0,2015
671,BENGKULU,Sukun,612.0,2015
672,LAMPUNG,Sukun,5090.0,2015
673,KEP. BANGKA BELITUNG,Sukun,883.0,2015
674,KEP. RIAU,Sukun,512.0,2015
675,DKI JAKARTA,Sukun,280.0,2015
676,JAWA BARAT,Sukun,30176.0,2015
677,JAWA TENGAH,Sukun,25647.0,2015
678,DI YOGYAKARTA,Sukun,9327.0,2015
679,JAWA TIMUR,Sukun,12655.0,2015
680,BANTEN,Sukun,5663.0,2015
681,BALI,Sukun,392.0,2015
682,NUSA TENGGARA BARAT,Sukun,736.0,2015
683,NUSA TENGGARA TIMUR,Sukun,2683.0,2015
684,KALIMANTAN BARAT,Sukun,973.0,2015
685,KALIMANTAN TENGAH,Sukun,780.0,2015
686,KALIMANTAN SELATAN,Sukun,1254.0,2015
687,KALIMANTAN TIMUR,Sukun,2600.0,2015
688,KALIMANTAN UTARA,Sukun,331.0,2015
689,SULAWESI UTARA,Sukun,126.0,2015
690,SULAWESI TENGAH,Sukun,580.0,2015
691,SULAWESI SELATAN,Sukun,9122.0,2015
692,SULAWESI TENGGARA,Sukun,1442.0,2015
693,GORONTALO,Sukun,1.0,2015
694,SULAWESI BARAT,Sukun,725.0,2015
695,MALUKU,Sukun,3110.0,2015
696,MALUKU UTARA,Sukun,564.0,2015
697,PAPUA BARAT,Sukun,302.0,2015
698,PAPUA,Sukun,164.0,2015
699,INDONESIA,Sukun,125048.0,2015
700,ACEH,Melon,171.0,2015
701,SUMATERA UTARA,Melon,886.0,2015
702,SUMATERA BARAT,Melon,150.0,2015
703,RIAU,Melon,696.0,2015
704,JAMBI,Melon,135.0,2015
705,SUMATERA SELATAN,Melon,200.0,2015
706,BENGKULU,Melon,40.0,2015
707,LAMPUNG,Melon,581.0,2015
708,KEP. BANGKA BELITUNG,Melon,104.0,2015
709,KEP. RIAU,Melon,77.0,2015
710,DKI JAKARTA,Melon,0.0,2015
711,JAWA BARAT,Melon,133.0,2015
712,JAWA TENGAH,Melon,41774.0,2015
713,DI YOGYAKARTA,Melon,26786.0,2015
714,JAWA TIMUR,Melon,53314.0,2015
715,BANTEN,Melon,1222.0,2015
716,BALI,Melon,1190.0,2015
717,NUSA TENGGARA BARAT,Melon,1471.0,2015
718,NUSA TENGGARA TIMUR,Melon,94.0,2015
719,KALIMANTAN BARAT,Melon,107.0,2015
720,KALIMANTAN TENGAH,Melon,42.0,2015
721,KALIMANTAN SELATAN,Melon,31.0,2015
722,KALIMANTAN TIMUR,Melon,81.0,2015
723,KALIMANTAN UTARA,Melon,253.0,2015
724,SULAWESI UTARA,Melon,32.0,2015
725,SULAWESI TENGAH,Melon,1152.0,2015
726,SULAWESI SELATAN,Melon,6102.0,2015
727,SULAWESI TENGGARA,Melon,48.0,2015
728,GORONTALO,Melon,12.0,2015
729,SULAWESI BARAT,Melon,0.0,2015
730,MALUKU,Melon,64.0,2015
731,MALUKU UTARA,Melon,130.0,2015
732,PAPUA BARAT,Melon,201.0,2015
733,PAPUA,Melon,608.0,2015
734,INDONESIA,Melon,137887.0,2015
735,ACEH,Semangka,15962.0,2015
736,SUMATERA UTARA,Semangka,73861.0,2015
737,SUMATERA BARAT,Semangka,20058.0,2015
738,RIAU,Semangka,13702.0,2015
739,JAMBI,Semangka,2277.0,2015
740,SUMATERA SELATAN,Semangka,12546.0,2015
741,BENGKULU,Semangka,1356.0,2015
742,LAMPUNG,Semangka,28238.0,2015
743,KEP. BANGKA BELITUNG,Semangka,1596.0,2015
744,KEP. RIAU,Semangka,2561.0,2015
745,DKI JAKARTA,Semangka,0.0,2015
746,JAWA BARAT,Semangka,27442.0,2015
747,JAWA TENGAH,Semangka,74992.0,2015
748,DI YOGYAKARTA,Semangka,9135.0,2015
749,JAWA TIMUR,Semangka,153523.0,2015
750,BANTEN,Semangka,1114.0,2015
751,BALI,Semangka,29637.0,2015
752,NUSA TENGGARA BARAT,Semangka,26796.0,2015
753,NUSA TENGGARA TIMUR,Semangka,446.0,2015
754,KALIMANTAN BARAT,Semangka,7575.0,2015
755,KALIMANTAN TENGAH,Semangka,2742.0,2015
756,KALIMANTAN SELATAN,Semangka,16941.0,2015
757,KALIMANTAN TIMUR,Semangka,17095.0,2015
758,KALIMANTAN UTARA,Semangka,617.0,2015
759,SULAWESI UTARA,Semangka,5166.0,2015
760,SULAWESI TENGAH,Semangka,5997.0,2015
761,SULAWESI SELATAN,Semangka,19890.0,2015
762,SULAWESI TENGGARA,Semangka,1294.0,2015
763,GORONTALO,Semangka,20.0,2015
764,SULAWESI BARAT,Semangka,49.0,2015
765,MALUKU,Semangka,426.0,2015
766,MALUKU UTARA,Semangka,1003.0,2015
767,PAPUA BARAT,Semangka,343.0,2015
768,PAPUA,Semangka,1778.0,2015
769,INDONESIA,Semangka,576178.0,2015
770,ACEH,Blewah,0.0,2015
771,SUMATERA UTARA,Blewah,0.0,2015
772,SUMATERA BARAT,Blewah,0.0,2015
773,RIAU,Blewah,0.0,2015
774,JAMBI,Blewah,30.0,2015
775,SUMATERA SELATAN,Blewah,174.0,2015
776,BENGKULU,Blewah,0.0,2015
777,LAMPUNG,Blewah,140.0,2015
778,KEP. BANGKA BELITUNG,Blewah,0.0,2015
779,KEP. RIAU,Blewah,0.0,2015
780,DKI JAKARTA,Blewah,0.0,2015
781,JAWA BARAT,Blewah,5292.0,2015
782,JAWA TENGAH,Blewah,11684.0,2015
783,DI YOGYAKARTA,Blewah,0.0,2015
784,JAWA TIMUR,Blewah,15669.0,2015
785,BANTEN,Blewah,6.0,2015
786,BALI,Blewah,0.0,2015
787,NUSA TENGGARA BARAT,Blewah,1056.0,2015
788,NUSA TENGGARA TIMUR,Blewah,0.0,2015
789,KALIMANTAN BARAT,Blewah,205.0,2015
790,KALIMANTAN TENGAH,Blewah,37.0,2015
791,KALIMANTAN SELATAN,Blewah,3.0,2015
792,KALIMANTAN TIMUR,Blewah,10.0,2015
793,KALIMANTAN UTARA,Blewah,0.0,2015
794,SULAWESI UTARA,Blewah,0.0,2015
795,SULAWESI TENGAH,Blewah,0.0,2015
796,SULAWESI SELATAN,Blewah,0.0,2015
797,SULAWESI TENGGARA,Blewah,0.0,2015
798,GORONTALO,Blewah,0.0,2015
799,SULAWESI BARAT,Blewah,0.0,2015
800,MALUKU,Blewah,0.0,2015
801,MALUKU UTARA,Blewah,0.0,2015
802,PAPUA BARAT,Blewah,0.0,2015
803,PAPUA,Blewah,0.0,2015
804,INDONESIA,Blewah,34306.0,2015
805,ACEH,Apel,25.0,2015
806,SUMATERA UTARA,Apel,0.0,2015
807,SUMATERA BARAT,Apel,1.0,2015
808,RIAU,Apel,0.0,2015
809,JAMBI,Apel,0.0,2015
810,SUMATERA SELATAN,Apel,0.0,2015
811,BENGKULU,Apel,0.0,2015
812,LAMPUNG,Apel,0.0,2015
813,KEP. BANGKA BELITUNG,Apel,0.0,2015
814,KEP. RIAU,Apel,0.0,2015
815,DKI JAKARTA,Apel,0.0,2015
816,JAWA BARAT,Apel,0.0,2015
817,JAWA TENGAH,Apel,0.0,2015
818,DI YOGYAKARTA,Apel,0.0,2015
819,JAWA TIMUR,Apel,238141.0,2015
820,BANTEN,Apel,1.0,2015
821,BALI,Apel,0.0,2015
822,NUSA TENGGARA BARAT,Apel,213.0,2015
823,NUSA TENGGARA TIMUR,Apel,23.0,2015
824,KALIMANTAN BARAT,Apel,0.0,2015
825,KALIMANTAN TENGAH,Apel,0.0,2015
826,KALIMANTAN SELATAN,Apel,0.0,2015
827,KALIMANTAN TIMUR,Apel,0.0,2015
828,KALIMANTAN UTARA,Apel,0.0,2015
829,SULAWESI UTARA,Apel,0.0,2015
830,SULAWESI TENGAH,Apel,0.0,2015
831,SULAWESI SELATAN,Apel,30.0,2015
832,SULAWESI TENGGARA,Apel,0.0,2015
833,GORONTALO,Apel,0.0,2015
834,SULAWESI BARAT,Apel,0.0,2015
835,MALUKU,Apel,0.0,2015
836,MALUKU UTARA,Apel,0.0,2015
837,PAPUA BARAT,Apel,0.0,2015
838,PAPUA,Apel,0.0,2015
839,INDONESIA,Apel,238434.0,2015
840,ACEH,Anggur,0.0,2015
841,SUMATERA UTARA,Anggur,3.0,2015
842,SUMATERA BARAT,Anggur,0.0,2015
843,RIAU,Anggur,0.0,2015
844,JAMBI,Anggur,0.0,2015
845,SUMATERA SELATAN,Anggur,0.0,2015
846,BENGKULU,Anggur,0.0,2015
847,LAMPUNG,Anggur,0.0,2015
848,KEP. BANGKA BELITUNG,Anggur,0.0,2015
849,KEP. RIAU,Anggur,0.0,2015
850,DKI JAKARTA,Anggur,0.0,2015
851,JAWA BARAT,Anggur,3.0,2015
852,JAWA TENGAH,Anggur,33.0,2015
853,DI YOGYAKARTA,Anggur,0.0,2015
854,JAWA TIMUR,Anggur,308.0,2015
855,BANTEN,Anggur,0.0,2015
856,BALI,Anggur,11040.0,2015
857,NUSA TENGGARA BARAT,Anggur,5.0,2015
858,NUSA TENGGARA TIMUR,Anggur,0.0,2015
859,KALIMANTAN BARAT,Anggur,0.0,2015
860,KALIMANTAN TENGAH,Anggur,2.0,2015
861,KALIMANTAN SELATAN,Anggur,0.0,2015
862,KALIMANTAN TIMUR,Anggur,0.0,2015
863,KALIMANTAN UTARA,Anggur,0.0,2015
864,SULAWESI UTARA,Anggur,0.0,2015
865,SULAWESI TENGAH,Anggur,16.0,2015
866,SULAWESI SELATAN,Anggur,0.0,2015
867,SULAWESI TENGGARA,Anggur,0.0,2015
868,GORONTALO,Anggur,0.0,2015
869,SULAWESI BARAT,Anggur,0.0,2015
870,MALUKU,Anggur,0.0,2015
871,MALUKU UTARA,Anggur,0.0,2015
872,PAPUA BARAT,Anggur,0.0,2015
873,PAPUA,Anggur,0.0,2015
874,INDONESIA,Anggur,11410.0,2015
875,ACEH,Stroberi,0.0,2015
876,SUMATERA UTARA,Stroberi,270.0,2015
877,SUMATERA BARAT,Stroberi,28.0,2015
878,RIAU,Stroberi,0.0,2015
879,JAMBI,Stroberi,2.0,2015
880,SUMATERA SELATAN,Stroberi,0.0,2015
881,BENGKULU,Stroberi,44.0,2015
882,LAMPUNG,Stroberi,0.0,2015
883,KEP. BANGKA BELITUNG,Stroberi,0.0,2015
884,KEP. RIAU,Stroberi,0.0,2015
885,DKI JAKARTA,Stroberi,0.0,2015
886,JAWA BARAT,Stroberi,28380.0,2015
887,JAWA TENGAH,Stroberi,1055.0,2015
888,DI YOGYAKARTA,Stroberi,0.0,2015
889,JAWA TIMUR,Stroberi,710.0,2015
890,BANTEN,Stroberi,0.0,2015
891,BALI,Stroberi,818.0,2015
892,NUSA TENGGARA BARAT,Stroberi,305.0,2015
893,NUSA TENGGARA TIMUR,Stroberi,0.0,2015
894,KALIMANTAN BARAT,Stroberi,0.0,2015
895,KALIMANTAN TENGAH,Stroberi,0.0,2015
896,KALIMANTAN SELATAN,Stroberi,0.0,2015
897,KALIMANTAN TIMUR,Stroberi,0.0,2015
898,KALIMANTAN UTARA,Stroberi,0.0,2015
899,SULAWESI UTARA,Stroberi,0.0,2015
900,SULAWESI TENGAH,Stroberi,0.0,2015
901,SULAWESI SELATAN,Stroberi,189.0,2015
902,SULAWESI TENGGARA,Stroberi,0.0,2015
903,GORONTALO,Stroberi,0.0,2015
904,SULAWESI BARAT,Stroberi,0.0,2015
905,MALUKU,Stroberi,0.0,2015
906,MALUKU UTARA,Stroberi,0.0,2015
907,PAPUA BARAT,Stroberi,0.0,2015
908,PAPUA,Stroberi,0.0,2015
909,INDONESIA,Stroberi,31801.0,2015
910,ACEH,Alpukat,5026.0,2016
911,SUMATERA UTARA,Alpukat,14104.0,2016
912,SUMATERA BARAT,Alpukat,44457.0,2016
913,RIAU,Alpukat,585.0,2016
914,JAMBI,Alpukat,1623.0,2016
915,SUMATERA SELATAN,Alpukat,15603.0,2016
916,BENGKULU,Alpukat,4904.0,2016
917,LAMPUNG,Alpukat,11652.0,2016
918,KEP. BANGKA BELITUNG,Alpukat,338.0,2016
919,KEP. RIAU,Alpukat,80.0,2016
920,DKI JAKARTA,Alpukat,512.0,2016
921,JAWA BARAT,Alpukat,63509.0,2016
922,JAWA TENGAH,Alpukat,33123.0,2016
923,DI YOGYAKARTA,Alpukat,6047.0,2016
924,JAWA TIMUR,Alpukat,72502.0,2016
925,BANTEN,Alpukat,689.0,2016
926,BALI,Alpukat,2205.0,2016
927,NUSA TENGGARA BARAT,Alpukat,2352.0,2016
928,NUSA TENGGARA TIMUR,Alpukat,10178.0,2016
929,KALIMANTAN BARAT,Alpukat,349.0,2016
930,KALIMANTAN TENGAH,Alpukat,142.0,2016
931,KALIMANTAN SELATAN,Alpukat,64.0,2016
932,KALIMANTAN TIMUR,Alpukat,586.0,2016
933,KALIMANTAN UTARA,Alpukat,39.0,2016
934,SULAWESI UTARA,Alpukat,2828.0,2016
935,SULAWESI TENGAH,Alpukat,3239.0,2016
936,SULAWESI SELATAN,Alpukat,5426.0,2016
937,SULAWESI TENGGARA,Alpukat,690.0,2016
938,GORONTALO,Alpukat,12.0,2016
939,SULAWESI BARAT,Alpukat,434.0,2016
940,MALUKU,Alpukat,1069.0,2016
941,MALUKU UTARA,Alpukat,283.0,2016
942,PAPUA BARAT,Alpukat,70.0,2016
943,PAPUA,Alpukat,218.0,2016
944,INDONESIA,Alpukat,304938.0,2016
945,ACEH,Belimbing,822.0,2016
946,SUMATERA UTARA,Belimbing,3452.0,2016
947,SUMATERA BARAT,Belimbing,539.0,2016
948,RIAU,Belimbing,927.0,2016
949,JAMBI,Belimbing,435.0,2016
950,SUMATERA SELATAN,Belimbing,1173.0,2016
951,BENGKULU,Belimbing,353.0,2016
952,LAMPUNG,Belimbing,2090.0,2016
953,KEP. BANGKA BELITUNG,Belimbing,227.0,2016
954,KEP. RIAU,Belimbing,99.0,2016
955,DKI JAKARTA,Belimbing,3408.0,2016
956,JAWA BARAT,Belimbing,7047.0,2016
957,JAWA TENGAH,Belimbing,9279.0,2016
958,DI YOGYAKARTA,Belimbing,1040.0,2016
959,JAWA TIMUR,Belimbing,38749.0,2016
960,BANTEN,Belimbing,1219.0,2016
961,BALI,Belimbing,360.0,2016
962,NUSA TENGGARA BARAT,Belimbing,516.0,2016
963,NUSA TENGGARA TIMUR,Belimbing,769.0,2016
964,KALIMANTAN BARAT,Belimbing,796.0,2016
965,KALIMANTAN TENGAH,Belimbing,860.0,2016
966,KALIMANTAN SELATAN,Belimbing,907.0,2016
967,KALIMANTAN TIMUR,Belimbing,1334.0,2016
968,KALIMANTAN UTARA,Belimbing,69.0,2016
969,SULAWESI UTARA,Belimbing,207.0,2016
970,SULAWESI TENGAH,Belimbing,259.0,2016
971,SULAWESI SELATAN,Belimbing,278.0,2016
972,SULAWESI TENGGARA,Belimbing,498.0,2016
973,GORONTALO,Belimbing,11.0,2016
974,SULAWESI BARAT,Belimbing,455.0,2016
975,MALUKU,Belimbing,317.0,2016
976,MALUKU UTARA,Belimbing,119.0,2016
977,PAPUA BARAT,Belimbing,11.0,2016
978,PAPUA,Belimbing,137.0,2016
979,INDONESIA,Belimbing,78762.0,2016
980,ACEH,Duku,4050.0,2016
981,SUMATERA UTARA,Duku,12327.0,2016
982,SUMATERA BARAT,Duku,2533.0,2016
983,RIAU,Duku,2011.0,2016
984,JAMBI,Duku,23677.0,2016
985,SUMATERA SELATAN,Duku,7934.0,2016
986,BENGKULU,Duku,541.0,2016
987,LAMPUNG,Duku,8795.0,2016
988,KEP. BANGKA BELITUNG,Duku,941.0,2016
989,KEP. RIAU,Duku,94.0,2016
990,DKI JAKARTA,Duku,280.0,2016
991,JAWA BARAT,Duku,4893.0,2016
992,JAWA TENGAH,Duku,12338.0,2016
993,DI YOGYAKARTA,Duku,2381.0,2016
994,JAWA TIMUR,Duku,10324.0,2016
995,BANTEN,Duku,4429.0,2016
996,BALI,Duku,1213.0,2016
997,NUSA TENGGARA BARAT,Duku,476.0,2016
998,NUSA TENGGARA TIMUR,Duku,13.0,2016
999,KALIMANTAN BARAT,Duku,2509.0,2016
1000,KALIMANTAN TENGAH,Duku,1674.0,2016
1001,KALIMANTAN SELATAN,Duku,28841.0,2016
1002,KALIMANTAN TIMUR,Duku,2273.0,2016
1003,KALIMANTAN UTARA,Duku,2076.0,2016
1004,SULAWESI UTARA,Duku,6409.0,2016
1005,SULAWESI TENGAH,Duku,7175.0,2016
1006,SULAWESI SELATAN,Duku,26034.0,2016
1007,SULAWESI TENGGARA,Duku,4048.0,2016
1008,GORONTALO,Duku,856.0,2016
1009,SULAWESI BARAT,Duku,19190.0,2016
1010,MALUKU,Duku,3801.0,2016
1011,MALUKU UTARA,Duku,1603.0,2016
1012,PAPUA BARAT,Duku,225.0,2016
1013,PAPUA,Duku,61.0,2016
1014,INDONESIA,Duku,206025.0,2016
1015,ACEH,Durian,23887.0,2016
1016,SUMATERA UTARA,Durian,74811.0,2016
1017,SUMATERA BARAT,Durian,43885.0,2016
1018,RIAU,Durian,6912.0,2016
1019,JAMBI,Durian,13704.0,2016
1020,SUMATERA SELATAN,Durian,14205.0,2016
1021,BENGKULU,Durian,12999.0,2016
1022,LAMPUNG,Durian,28481.0,2016
1023,KEP. BANGKA BELITUNG,Durian,1760.0,2016
1024,KEP. RIAU,Durian,2965.0,2016
1025,DKI JAKARTA,Durian,36.0,2016
1026,JAWA BARAT,Durian,56662.0,2016
1027,JAWA TENGAH,Durian,74968.0,2016
1028,DI YOGYAKARTA,Durian,8327.0,2016
1029,JAWA TIMUR,Durian,201687.0,2016
1030,BANTEN,Durian,6890.0,2016
1031,BALI,Durian,11158.0,2016
1032,NUSA TENGGARA BARAT,Durian,13064.0,2016
1033,NUSA TENGGARA TIMUR,Durian,1690.0,2016
1034,KALIMANTAN BARAT,Durian,11677.0,2016
1035,KALIMANTAN TENGAH,Durian,7365.0,2016
1036,KALIMANTAN SELATAN,Durian,12548.0,2016
1037,KALIMANTAN TIMUR,Durian,9079.0,2016
1038,KALIMANTAN UTARA,Durian,4364.0,2016
1039,SULAWESI UTARA,Durian,8561.0,2016
1040,SULAWESI TENGAH,Durian,17667.0,2016
1041,SULAWESI SELATAN,Durian,37139.0,2016
1042,SULAWESI TENGGARA,Durian,3061.0,2016
1043,GORONTALO,Durian,1298.0,2016
1044,SULAWESI BARAT,Durian,16146.0,2016
1045,MALUKU,Durian,5915.0,2016
1046,MALUKU UTARA,Durian,2119.0,2016
1047,PAPUA BARAT,Durian,155.0,2016
1048,PAPUA,Durian,238.0,2016
1049,INDONESIA,Durian,735423.0,2016
1050,ACEH,Jambu Biji,1492.0,2016
1051,SUMATERA UTARA,Jambu Biji,10049.0,2016
1052,SUMATERA BARAT,Jambu Biji,3364.0,2016
1053,RIAU,Jambu Biji,3618.0,2016
1054,JAMBI,Jambu Biji,1141.0,2016
1055,SUMATERA SELATAN,Jambu Biji,2226.0,2016
1056,BENGKULU,Jambu Biji,695.0,2016
1057,LAMPUNG,Jambu Biji,6137.0,2016
1058,KEP. BANGKA BELITUNG,Jambu Biji,330.0,2016
1059,KEP. RIAU,Jambu Biji,272.0,2016
1060,DKI JAKARTA,Jambu Biji,1275.0,2016
1061,JAWA BARAT,Jambu Biji,42555.0,2016
1062,JAWA TENGAH,Jambu Biji,60802.0,2016
1063,DI YOGYAKARTA,Jambu Biji,3359.0,2016
1064,JAWA TIMUR,Jambu Biji,30527.0,2016
1065,BANTEN,Jambu Biji,4377.0,2016
1066,BALI,Jambu Biji,1616.0,2016
1067,NUSA TENGGARA BARAT,Jambu Biji,9020.0,2016
1068,NUSA TENGGARA TIMUR,Jambu Biji,3817.0,2016
1069,KALIMANTAN BARAT,Jambu Biji,1438.0,2016
1070,KALIMANTAN TENGAH,Jambu Biji,1679.0,2016
1071,KALIMANTAN SELATAN,Jambu Biji,1594.0,2016
1072,KALIMANTAN TIMUR,Jambu Biji,2085.0,2016
1073,KALIMANTAN UTARA,Jambu Biji,164.0,2016
1074,SULAWESI UTARA,Jambu Biji,447.0,2016
1075,SULAWESI TENGAH,Jambu Biji,509.0,2016
1076,SULAWESI SELATAN,Jambu Biji,9238.0,2016
1077,SULAWESI TENGGARA,Jambu Biji,1093.0,2016
1078,GORONTALO,Jambu Biji,39.0,2016
1079,SULAWESI BARAT,Jambu Biji,976.0,2016
1080,MALUKU,Jambu Biji,615.0,2016
1081,MALUKU UTARA,Jambu Biji,170.0,2016
1082,PAPUA BARAT,Jambu Biji,29.0,2016
1083,PAPUA,Jambu Biji,237.0,2016
1084,INDONESIA,Jambu Biji,206985.0,2016
1085,ACEH,Jambu Air,2567.0,2016
1086,SUMATERA UTARA,Jambu Air,5729.0,2016
1087,SUMATERA BARAT,Jambu Air,2191.0,2016
1088,RIAU,Jambu Air,1774.0,2016
1089,JAMBI,Jambu Air,1108.0,2016
1090,SUMATERA SELATAN,Jambu Air,2742.0,2016
1091,BENGKULU,Jambu Air,433.0,2016
1092,LAMPUNG,Jambu Air,4920.0,2016
1093,KEP. BANGKA BELITUNG,Jambu Air,598.0,2016
1094,KEP. RIAU,Jambu Air,217.0,2016
1095,DKI JAKARTA,Jambu Air,1952.0,2016
1096,JAWA BARAT,Jambu Air,12880.0,2016
1097,JAWA TENGAH,Jambu Air,21380.0,2016
